RETAIL STORE DAILY SALES,,,,,,,,
Store #12345,,,,,,,,
Generated: 2026-07-01,,,,,,,,
,,,,,,,,
Date,Receipt,Product Name,Category,Qty,Price,Total Amount,Cost,Payment
20.06.2026,R944849,Milk,Dairy,9,1.09,9.81,6.57,Mobile
2026-06-20,R659268,Cereal,Breakfast,3,"3,16",9.48,4.96,card
20.06.2026,R731919,Chips,Snacks,10,9.55,95.5,54.0,Mobile
20/06/26,R777292,Cereal,Breakfast,2,2.04,4.08,2.78,NA
20/06/26,R581498,Chips,Snacks,12,6.05,72.6,40.27,CASH
20/06/2026,R937371,SODA,Beverages,6,2.4,14.40,8.38,NONE
06/20/2026,R351314,Frozen Pizza,Frozen,15,7.32,109.8,76.68,none
20/06/2026,R591331,Canned Soup,Canned Goods,19,6.49,123.31,72.17,CASH
06/20/26,R527661,Bread,Bakery,6,1.58,9.48,5.07,card
06/20/26,R548521,Chips,Snacks,19,2.92,55.48,33.7%,Cash
2026-06-20,R969882,Bread,Bakery,3,2.35,7.05,3.59,Cash
20.06.2026,R232355,Bread,Bakery,14,3.0,42.00,31.21,
06/20/26,R482758,Bread,Bakery,7,3.1,21.7,16.07,Card
20-06-2026,R587264,Canned Soup,Canned Goods,14,3.43,48.02,26.15 EUR,CASH
20 Jun 2026,R320773,Chips,Snacks,2,3.73,7.46,£5.52,Mobile
20/06/26,R122387,Soda,Beverages,2,9.55,19.1,11.17,card
20/06/26,R650007,  Cereal  ,Breakfast,16,9.04,€144.64,"88,53",card
06/20/26,R406771,Frozen Pizza,Frozen,7,9.5,66.5,34.92,
06/20/2026,R129818,Bread,Bakery,2,9.8,19.6,15.16,Card
06/20/2026,R238500,Chips,Snacks,14,7.66,107.24,78.8,
20.06.2026,R315349,Cereal,Breakfast,5,3.59,17.95,NONE,card
06/20/26,R984752,Milk,Dairy,12,8.33,99.96,£67.76,Cash
20-06-2026,R791047,Frozen Pizza,Frozen,20,7.13,142.6%,99.53,Card
20/06/26,R625516,Frozen Pizza,Frozen,8,9.32,74.56,53.27,CASH
20 Jun 2026,R363652,Canned Soup,Canned Goods,13,8.04,104.52,76.84 EUR,
20.06.2026,R862972,Frozen Pizza,Frozen,11,"8,81","96,91",53.77,CASH
20-06-2026,R558776,Frozen Pizza,Frozen,13,6.13,$79.69,55.07,
"Jun 20, 2026",R800551,Frozen Pizza,Frozen,20,€3.22,64.4,41.04,Cash
20-06-2026,R402637,Soda,Beverages,13,9.94,129.22,81.33,Card
20-06-2026,R341158,Soda,Beverages,9,3.92,35.28,25.34,CASH
06/20/2026,R107815,Frozen Pizza,Frozen,2,2.05,4.10,2.5,NULL
2026-06-20,R573013,Cereal,Breakfast,9,5.33,48.0%,34.32,card
06/20/2026,R839360,Milk,Dairy,10,"1,90",19.00 TRY,15.1,
06/20/2026,R845859,Frozen Pizza,Frozen,19,4.04,76.76,54.08,
2026/06/20,R231247,Frozen Pizza,Frozen,18,3.61,64.98,35.7,CASH
20-06-2026,R767870,Bread,Bakery,19,9.75,185.25,131.76,card
06/20/2026,R652779,Bread,Bakery,19,9.85,₺187.15,122.88,Mobile
20.06.2026,R352684,Bread,Bakery,2,7.8%,15.60,11.9%,-
2026-06-20,R529284,Milk,Dairy,15,4.82,72.3,"40,86",
2026/06/20,R658911,Frozen Pizza,Frozen,3,"7,38",22.14,16.78,Mobile
21/06/26,R281928,Chips,Snacks,18,"2,62",47.2%,25.81,CASH
"Jun 21, 2026",R364045,Cereal,Breakfast,3,7.17 USD,21.51,"15,70",card
2026-06-21,R972383,Cereal,Breakfast,16,1.87,29.92,20.72,card
21-06-2026,R626574,Soda,Beverages,10,5.7,57.00,41.61,
21/06/2026,R692692,Soda,Beverages,20,9.79,"195,80",102.89,N/A
06/21/2026,R972449,Chips,Snacks,6,9.92,59.52,47.33,Cash
21.06.2026,R560658,Chips,Snacks,1,2.1,2.1,1.52,NONE
06/21/2026,R104461,  Milk  ,Dairy,18,6.93,124.74,62.48,NULL
2026/06/21,R690109,Bread,Bakery,9,7.76,69.84,49.89,Cash
"Jun 21, 2026",R620480,chips,Snacks,17,9.47,160.99,111.32,Mobile
21.06.2026,R264797,Milk,Dairy,20,7.82,156.4,89.24,Mobile
06/21/2026,R533849,Soda,Beverages,19,2.81,53.39 EUR,$28.86,nan
06/21/26,R649127,Cereal,Breakfast,15,3.02,45.30 TRY,28.93,card
06/21/2026,R176221,Canned Soup,Canned Goods,9,6.38,57.42,"36,76",
2026/06/21,R541675,Milk,Dairy,2,7.37,nan,11.48,Card
21/06/2026,R598423,Chips,Snacks,2,"7,59",15.2%,11.52,null
2026-06-21,R770056,Canned Soup,Canned Goods,18,2.8%,"49,86",27.13,nan
2026-06-21,R304843,Soda,Beverages,9,6.0,54.00 EUR,40.16,CASH
2026/06/21,R672868,Bread,Bakery,8,3.36,"26,88",€15.48,CASH
21 Jun 2026,R113672,Cereal,Breakfast,12,"7,10",85.2,49.56,card
06/21/2026,R294405,Milk,Dairy,13,2.5,N/A,21.09,Card
21.06.2026,R528363,Bread,Bakery,4,7.32,29.28,23.33,
06/21/26,R133236,Cereal,Breakfast,5,4.53,22.65,15.48,Cash
21 Jun 2026,R229142,Canned Soup,Canned Goods,6,8.27,49.62,30.08,
21.06.2026,R277073,chips,Snacks,15,6.16,92.4,49.81,CASH
2026-06-21,R913659,Chips,Snacks,1,7.33,7.33,5.46 EUR,
21/06/26,R902315,Frozen Pizza,Frozen,10,2.94,29.4,18.68,Card
06/21/26,R934340,Bread,Bakery,18,"7,61",136.98,99.25,Card
2026/06/21,R514522,Chips,Snacks,6,7.0,42.0,32.13,Mobile
21/06/26,R728854,Cereal,Breakfast,11,8.54,93.94,€66.09,card
"Jun 21, 2026",R843121,Cereal,Breakfast,4,5.79,23.16,18.32,N/A
21-06-2026,R908205,Chips,Snacks,15,9.82,147.3,87.55,CASH
06/21/2026,R206544,Canned Soup,Canned Goods,2,6.64,13.28,8.41,Card
21/06/26,R771907,Chips,Snacks,9,4.47,₺40.23,28.61,card
2026-06-21,R746970,Milk,Dairy,4,7.78 USD,31.12,17.65,CASH
21.06.2026,R288037,Chips,Snacks,6,8.0%,47.76,27.43,-
2026-06-22,R893672,Canned Soup,Canned Goods,18,6.15,110.70,63.05,CASH
22/06/2026,R658379,Chips,Snacks,16,7.17,114.72,71.68,CASH
2026-06-22,R357089,Cereal,Breakfast,10,3.1,31.0,22.04,card
22.06.2026,R141895,Canned Soup,Canned Goods,3,4.29,12.87,8.4%,Cash
2026-06-22,R328423,Chips,Snacks,9,£4.96,44.64,32.83,
06/22/26,R867216,Milk,Dairy,1,2.97,2.97,1.69,Cash
06/22/26,R857366,  Frozen Pizza  ,Frozen,5,3.38 USD,16.9,9.46,CASH
22-06-2026,R854940,Bread,Bakery,6,1.85,11.1,6.49 EUR,
22 Jun 2026,R193760,Frozen Pizza,Frozen,3,7.88,23.64,16.14,Card
22/06/2026,R480057,Milk,Dairy,12,5.41,64.92,47.8,Mobile
22 Jun 2026,R975294,Chips,Snacks,11,5.05,55.55,32.19,NULL
22/06/26,R575428,Chips,Snacks,7,6.77,47.39,34.48,Cash
22.06.2026,R628370,Cereal,Breakfast,5,6.48,32.4,none,Cash
--,R514895,Canned Soup,Canned Goods,3,8.65,25.95,18.97 TRY,Mobile
22/06/2026,R633718,Canned Soup,Canned Goods,7,1.06,7.42,5.10,Mobile
22.06.2026,R660966,Canned Soup,Canned Goods,18,1.67,30.06,15.99 USD,CASH
22/06/2026,R888099,Canned Soup,Canned Goods,3,7.17,21.51,14.8,Card
22/06/26,R407103,Canned Soup,Canned Goods,14,8.45,118.3,77.9%,NONE
22.06.2026,R945888,Soda,Beverages,19,5.20,98.8,"74,66",Cash
22.06.2026,R822760,Canned Soup,Canned Goods,2,1.72,3.44,2.07,
22-06-2026,R743927,Cereal ,Breakfast,6,9.19,55.14,39.69,N/A
22/06/2026,R377301,Cereal,Breakfast,18,£4.26,76.68,49.59,Cash
06/22/26,R979481,Soda,Beverages,5,8.59,42.95,29.97,card
22 Jun 2026,R475582,Cereal,Breakfast,5,3.87,19.35,13.69,card
2026-06-22,R953794,Frozen Pizza,Frozen,4,8.26,NA,£18.00,--
22/06/2026,R576666,Cereal,Breakfast,13,1.95,25.35,$14.02,-
22/06/26,R854771,SODA,Beverages,7,"4,16",29.12,19.59 TRY,card
06/22/26,R684370,Milk,Dairy,8,2.65,21.2,13.53,Cash
"Jun 22, 2026",R317349,Milk,Dairy,20,6.52,130.4,73.87,CASH
N/A,R868483,Milk,Dairy,1,4.37,4.37,2.75,Cash
"Jun 22, 2026",R272234,Milk,Dairy,5,2.48 USD,12.40,9.14,card
22/06/2026,R174043,Milk,Dairy,10,5.25,52.5,28.69 TRY,Card
22/06/2026,R630008,frozen pizza,Frozen,5,9.32,46.6,27.42,Cash
06/22/26,R819563,Chips,Snacks,7,9.88,69.16,46.28 EUR,Card
22/06/26,R874531,Bread,Bakery,14,4.79,67.06,"34,38",Card
22 Jun 2026,R219781,Canned Soup,Canned Goods,7,2.76,19.32,11.65,card
06/22/2026,R271319,  Cereal  ,Breakfast,13,3.4,44.2,25.58,--
2026-06-22,R245113,Chips,Snacks,19,4.59,87.21,66.23,
"Jun 22, 2026",R162172,Chips,Snacks,11,5.63,61.93,43.53,NA
22.06.2026,R824969,canned soup,Canned Goods,18,"7,58",136.44,80.50 USD,card
06/22/26,R189446,Canned Soup,Canned Goods,19,5.89,111.9%,76.93,Cash
22/06/2026,R670079,Canned Soup,Canned Goods,11,6.76,74.36,47.38,NONE
2026-06-22,R819326,Chips,Snacks,15,3.73,55.95,"37,31",Mobile
2026/06/22,R790181,Chips,Snacks,16,3.79,60.64,42.6%,Cash
2026-06-22,R841402,Cereal,Breakfast,8,8.86 TRY,"70,88",42.02,
22.06.2026,R216683,MILK,Dairy,1,2.91,2.91,1.63,Card
22-06-2026,R888958,Milk,Dairy,12,1.47,"17,64",13.3%,
22-06-2026,R882416,Milk,Dairy,7,6.9,48.3,37.62 EUR,Mobile
"Jun 22, 2026",R444310,Chips,Snacks,10,4.89,48.9,29.6,card
NONE,R453206,Bread,Bakery,17,2.16,36.72,28.01,
22/06/2026,R800570,chips,Snacks,5,7.41,37.05,19.56,Mobile
22 Jun 2026,R778279,Cereal,Breakfast,5,6.14,30.70,21.41,Mobile
06/22/2026,R145214,Canned Soup,Canned Goods,5,5.43,27.15,14.47 EUR,Card
22-06-2026,R879549,Bread,Bakery,13,1.1%,14.17,8.97 TRY,card
22-06-2026,R708550,Soda,Beverages,16,6.9%,110.24,80.65,card
NULL,R120236,Soda,Beverages,17,2.53,43.01,26.84,CASH
N/A,R191403,  Frozen Pizza  ,Frozen,14,3.31,46.3%,36.49,CASH
23-06-2026,R357080,Chips,Snacks,11,2.62,28.82,21.82,card
23 Jun 2026,R203188,Soda,Beverages,14,8.58,120.12,94.47,NA
2026/06/23,R220192,Milk,Dairy,5,9.27,46.35,27.17,CASH
2026-06-23,R109618,Soda,Beverages,16,1.12,17.92,$10.78,NULL
2026-06-23,R935839,Chips ,Snacks,12,6.33,£75.96,58.03,
"Jun 23, 2026",R476414,Frozen Pizza,Frozen,5,5.05,25.25,16.03,Card
06/23/2026,R497539,Bread,Bakery,5,3.5%,"17,45",12.70,
06/23/2026,R568539,Cereal,Breakfast,18,6.28,113.04,57.73,Card
2026-06-23,R411407,Bread,Bakery,13,8.41,109.33,--,Cash
"Jun 23, 2026",R892030,Milk,Dairy,1,€5.68,5.68,4.26,card
06/23/26,R470631,Bread,Bakery,8,1.91,15.28,9.04,n/a
"Jun 23, 2026",R715384,Chips,Snacks,16,3.06,48.96,29.24,card
"Jun 23, 2026",R415037,Bread,Bakery,12,$3.37,40.44,20.3%,CASH
"Jun 23, 2026",R974800,Soda,Beverages,12,1.39,16.68,11.39,
06/23/26,R717278,Cereal,Breakfast,8,9.51,76.1%,56.5,Cash
23 Jun 2026,R778357,Milk,Dairy,19,3.64,69.16,47.97 EUR,CASH
2026-06-23,R596668,Bread,Bakery,19,4.59,87.21,48.67,NULL
23 Jun 2026,R336812,Soda,Beverages,5,4.12,20.6,12.6%,Cash
2026-06-23,R776984,Frozen Pizza,Frozen,8,1.31,10.48,7.34,
2026-06-23,R259235,Cereal,Breakfast,9,6.26,56.34,28.91,
"Jun 23, 2026",R831430,Bread,Bakery,11,5.04,55.44 TRY,40.97,CASH
2026/06/23,R580879,Soda,Beverages,10,5.44,54.4,38.22,Cash
06/23/26,R679087,Milk,Dairy,17,5.86,99.62,79.25,Cash
23 Jun 2026,R519889,Canned Soup,Canned Goods,18,5.63,101.34,74.98,Card
23/06/26,R984734,Chips,Snacks,12,6.07,72.84,42.57,Card
23-06-2026,R784377,Soda,Beverages,14,3.61,50.54,37.72,Card
23.06.2026,R905045,MILK,Dairy,20,4.93 TRY,98.6,50.85,NULL
23 Jun 2026,R360815,Canned Soup,Canned Goods,1,6.27,6.27,3.29,N/A
23.06.2026,R939169,Milk,Dairy,11,3.76,41.36,32.99,CASH
"Jun 23, 2026",R435496,Bread,Bakery,13,9.12,118.6%,71.68,Cash
2026-06-23,R613090,Frozen Pizza,Frozen,2,6.36,12.7%,8.68,Cash
2026/06/23,R426152,Milk,Dairy,1,1.43,1.43,1.00,
2026-06-23,R805389,Canned Soup,Canned Goods,14,4.41,61.74,40.34,card
2026-06-23,R398072,Frozen Pizza,Frozen,6,5.71,34.26,null,Mobile
23.06.2026,R322016,Milk,Dairy,5,2.63,13.15,6.98,card
2026/06/23,R652645,Chips,Snacks,2,3.01,6.02 TRY,4.11,card
2026-06-23,R103275,Chips,Snacks,13,6.97,90.61,63.97,--
NULL,R921353,Cereal,Breakfast,10,2.21,22.10,17.01,Cash
23 Jun 2026,R712375,  Soda  ,Beverages,1,2.06,2.06,1.3%,null
,R707010,Frozen Pizza,Frozen,11,9.47,104.17,57.1,CASH
23/06/2026,R718645,  Cereal  ,Breakfast,16,9.09,145.44,115.38,Mobile
06/23/2026,R224612,  Canned Soup  ,Canned Goods,3,8.24,24.72,16.02,Mobile
06/23/2026,R212738,Canned Soup,Canned Goods,12,3.68,44.16,28.39,card
23.06.2026,R424752,Bread,Bakery,13,8.75,113.75,₺85.39,Card
23/06/2026,R284554,Bread,Bakery,3,2.22,6.66 TRY,3.47,Card
23-06-2026,R842627,Frozen Pizza,Frozen,19,7.0,133.0,94.06,CASH
"Jun 23, 2026",R254710,Cereal,Breakfast,15,5.11,£76.65,42.42,Mobile
23.06.2026,R338893,Milk,Dairy,16,5.05,80.80 TRY,49.75,Mobile
"Jun 23, 2026",R731707,Canned Soup,Canned Goods,5,5.84 USD,29.20 TRY,21.35,Mobile
06/23/2026,R294687,Milk,Dairy,2,3.9,7.8,5.15 TRY,card
23.06.2026,R311295,Soda,Beverages,9,7.00,63.0%,37.09,Card
2026-06-23,R518146,Milk,Dairy,14,1.88,26.32 TRY,,
,R315327,soda,Beverages,4,6.15,24.60,"15,80",nan
23/06/26,R451903,Milk,Dairy,4,$3.13,12.52,6.3%,Cash
06/23/26,R775523,Bread,Bakery,20,9.22,184.40,141.35,card
06/23/26,R112178,Milk,Dairy,12,₺9.67,116.04,71.65 EUR,CASH
N/A,R281041,Chips,Snacks,4,£1.41,5.64,2.9,card
06/23/2026,R622696,Bread,Bakery,10,6.54,65.4,49.23,Cash
23/06/26,R884184,Milk,Dairy,12,4.85,58.2,36.66,Mobile
06/23/2026,R871173,Soda,Beverages,16,8.57,137.12,99.79,CASH
23.06.2026,R439796,Bread,Bakery,1,9.57,9.57,6.52,CASH
06/23/26,R104736,Chips,Snacks,20,8.62,172.4,97.11,Cash
23/06/2026,R231291,Chips,Snacks,18,7.34,132.12,98.82,
23/06/26,R218873,Chips,Snacks,2,5.36,"10,72",$8.05,card
23.06.2026,R785766,Frozen Pizza,Frozen,14,6.03 EUR,"84,42",64.12,Cash
23/06/26,R759747,BREAD,Bakery,7,9.91,N/A,55.43,Cash
2026/06/23,R238974,Frozen Pizza,Frozen,3,5.75,17.25,9.67,CASH
06/23/26,R249109,Frozen Pizza,Frozen,12,3.38,40.56,23.75,Cash
06/23/2026,R464676,Soda,Beverages,8,"3,34",26.72,21.03,card
2026-06-24,R941357,Milk,Dairy,8,6.0,--,37.89,Card
24/06/2026,R358052,Cereal,Breakfast,16,9.98,159.68,105.24,
06/24/26,R888176,milk,Dairy,3,1.45,4.35,3.1%,Mobile
06/24/2026,R538498,Soda,Beverages,1,8.58,8.58,4.43,CASH
06/24/26,R394701,Frozen Pizza,Frozen,9,7.33,65.97,39.10,
24/06/2026,R383497,Milk,Dairy,16,9.38,150.08,£99.73,card
24.06.2026,R515673,Chips,Snacks,16,8.31,132.96,100.84,Card
24/06/2026,R385583,Soda,Beverages,7,6.66,46.62,37.05,null
"Jun 24, 2026",R171782,Bread,Bakery,4,8.7%,"34,76",22.5%,Card
"Jun 24, 2026",R564532,Cereal,Breakfast,8,1.5%,12.24,8.43 USD,Cash
24/06/2026,R548962,Bread,Bakery,17,5.29,89.93,45.21,
"Jun 24, 2026",R197384,Frozen Pizza,Frozen,3,4.16,12.48,7.51,Card
24 Jun 2026,R827659,Milk,Dairy,13,1.79,23.27,13.08,Cash
06/24/2026,R454349,Milk,Dairy,7,7.8,54.60,35.08,Cash
"Jun 24, 2026",R507293,Bread,Bakery,5,8.4,42.0,29.81,card
24 Jun 2026,R784561,Milk,Dairy,16,3.18,50.88,"37,04",card
2026-06-24,R803049,Cereal,Breakfast,9,9.64,86.76,57.77,CASH
24.06.2026,R183861,Milk,Dairy,13,2.15,27.95,15.27,CASH
NONE,R124734,Bread,Bakery,14,3.4%,48.16,36.94,Card
24/06/2026,R166776,Soda,Beverages,18,5.7%,NA,76.45 TRY,Cash
24-06-2026,R494798,Bread,Bakery,20,"7,09",141.8,103.42,card
24-06-2026,R702251,Bread,Bakery,12,3.22,38.64,24.25,CASH
24-06-2026,R412369,Chips,Snacks,17,1.99,33.8%,18.4%,Mobile
06/24/26,R619473,Frozen Pizza,Frozen,9,"9,83",88.47,66.23,Mobile
24/06/26,R445606,CHIPS,Snacks,8,"7,77",62.16,46.17,CASH
n/a,R227813,Bread,Bakery,11,3.15,34.65,21.67 USD,NONE
24/06/2026,R720665,Canned Soup,Canned Goods,13,9.61,124.93,74.49,Cash
N/A,R210256,Chips,Snacks,18,7.63,137.3%,96.67 EUR,Mobile
06/24/26,R989928,Milk,Dairy,20,6.87,137.4,80.99,
24 Jun 2026,R425535,Canned Soup,Canned Goods,4,5.75,23.0,17.52,Card
06/24/2026,R663172,Soda,Beverages,17,7.09,120.53,67.51,CASH
2026/06/24,R396856,Milk,Dairy,18,8.43,151.74,118.79,Mobile
24/06/26,R691707,Cereal,Breakfast,1,4.53,4.53,3.45,CASH
06/24/2026,R594500,Cereal,Breakfast,11,2.44,26.84,20.38,Cash
06/24/26,R580764,Canned Soup,Canned Goods,4,6.54,26.16 EUR,18.63,card
24/06/2026,R567502,Cereal,Breakfast,3,5.52,16.56,10.56,
2026/06/24,R817532,Cereal,Breakfast,2,3.55,7.1,4.68,Mobile
24.06.2026,R315405,Canned Soup,Canned Goods,12,5.22,62.64,34.05 USD,CASH
06/24/26,R832980,Chips,Snacks,18,£7.57,136.26,102.61 TRY,CASH
2026-06-24,R240643,Cereal,Breakfast,14,3.53,49.42,30.91,
06/24/26,R575650,Milk,Dairy,19,8.09,none,101.12,-
2026-06-24,R906481,Frozen Pizza,Frozen,6,7.13,42.78,33.77,null
24-06-2026,R275164,Milk,Dairy,7,9.4,€65.80,40.13,-
24.06.2026,R523495,Chips,Snacks,7,"8,90",62.3,36.21 USD,
06/24/2026,R436202,Chips,Snacks,12,8.66,103.92,61.60,Card
24 Jun 2026,R198835,Milk,Dairy,19,8.1,153.9,107.63,Cash
2026-06-24,R324006,soda,Beverages,20,3.36,"67,20",47.1%,Mobile
06/24/26,R725010,Frozen Pizza,Frozen,2,8.26,16.52,11.04,
06/24/2026,R647259,Canned  Soup,Canned Goods,9,4.92,44.28,27.4%,Mobile
24/06/2026,R843180,Frozen Pizza,Frozen,3,9.14,27.42,17.19,Cash
24 Jun 2026,R820212,Canned Soup,Canned Goods,11,4.21,46.31,32.06,Mobile
2026/06/24,R231663,Canned Soup,Canned Goods,10,5.27,€52.70,38.56,Cash
24-06-2026,R521199,Canned Soup,Canned Goods,20,7.72,154.40,84.49,N/A
24/06/26,R755779,Cereal,Breakfast,2,7.55,15.1,9.94,Mobile
24-06-2026,R853410,Chips,Snacks,9,8.2%,73.44,44.51,
06/24/26,R289495,Milk,Dairy,16,$5.49,87.84,65.11,Mobile
2026/06/24,R329782,Chips,Snacks,15,1.61,24.15,12.52,N/A
06/24/2026,R227280,Milk,Dairy,11,7.70,84.70,55.7%,none
24/06/2026,R526900,Bread,Bakery,5,4.32,21.6,11.55,card
24/06/2026,R427127,Chips,Snacks,14,8.23,115.22,67.34,card
24/06/2026,R557849,Canned Soup,Canned Goods,4,"3,25",13.0%,7.81,Cash
06/24/26,R475759,Frozen Pizza ,Frozen,14,1.47,20.58,11.13,CASH
2026-06-24,R300896,Cereal,Breakfast,1,2.89,2.89 USD,"1,76",--
24/06/2026,R299976,Bread,Bakery,1,"9,72",9.72,6.69,
2026/06/24,R238784,Bread,Bakery,16,3.17,50.72,26.32,--
24.06.2026,R483543,Canned Soup,Canned Goods,6,"3,18",19.08,13.58,
24-06-2026,R101273,Cereal,Breakfast,6,7.33,43.98,NULL,CASH
"Jun 25, 2026",R437425,frozen pizza,Frozen,17,8.87,150.79,€100.40,CASH
2026/06/25,R318525,Chips,Snacks,15,8.53,127.95,78.19,n/a
2026-06-25,R952449,Canned Soup,Canned Goods,1,8.19,8.19,6.26,Card
"Jun 25, 2026",R448803,Canned Soup,Canned Goods,8,3.8,30.40,15.68,
25 Jun 2026,R984604,Cereal,Breakfast,7,7.86,NONE,37.63,card
06/25/26,R656256,Frozen Pizza,Frozen,5,4.42,22.1,12.46,Mobile
25-06-2026,R564547,Milk,Dairy,9,1.2,10.8,7.7%,Cash
25/06/2026,R457104,Frozen  Pizza,Frozen,13,5.40,70.2,55.99,Mobile
25-06-2026,R561371,Frozen Pizza,Frozen,9,1.22,"10,98",6.49,CASH
25/06/26,R294675,Chips,Snacks,13,9.87,128.31,null,Mobile
"Jun 25, 2026",R664758,Soda,Beverages,18,7.38,132.84 USD,94.43,Card
2026-06-25,R526389,Soda,Beverages,11,3.97,NONE,22.85,Cash
25/06/26,R606941,Bread,Bakery,7,5.76,40.32,25.92,
2026-06-25,R130041,Frozen Pizza,Frozen,7,9.88,69.16,42.3%,
06/25/2026,R156432,Bread,Bakery,1,3.07,3.07,1.89,Card
25-06-2026,R371783,cereal,Breakfast,10,3.43,"34,30",€25.66,Cash
25 Jun 2026,R557783,Chips,Snacks,7,6.22,43.54,27.23,Mobile
2026/06/25,R309400,Chips,Snacks,19,2.26,42.94,32.35,Card
"Jun 25, 2026",R601066,Frozen Pizza,Frozen,6,6.84,41.04,"27,20",Cash
NONE,R365118,Cereal,Breakfast,14,4.45,62.3,39.22,Mobile
2026-06-25,R381249,Bread,Bakery,12,£5.06,60.7%,33.32,Cash
"Jun 25, 2026",R792950,Chips,Snacks,8,3.61,28.88,16.13,Card
2026/06/25,R184313,Soda,Beverages,16,4.72,75.52,49.74,CASH
25-06-2026,R480087,Frozen Pizza,Frozen,18,2.8,₺50.40,"35,05",Mobile
25-06-2026,R813316,Milk,Dairy,18,1.86 USD,33.48,25.97,
25/06/2026,R440899,Frozen Pizza,Frozen,17,7.8%,132.94,84.16,
25.06.2026,R143248,Chips,Snacks,12,€9.02,108.24,70.19,Mobile
06/25/26,R306144,Milk,Dairy,18,2.66,47.88,£30.27,Cash
25.06.2026,R888739,Canned Soup,Canned Goods,10,8.46,84.6,45.39,Cash
2026-06-25,R803112,Bread,Bakery,17,8.72,148.24,96.2,
25/06/2026,R978715,Soda,Beverages,9,2.75,24.75,18.78,
2026-06-25,R882139,Milk,Dairy,2,7.69,15.38,10.11,CASH
2026/06/26,R714022,Milk,Dairy,13,3.09,40.17,31.82,Card
2026-06-26,R488302,Frozen Pizza,Frozen,6,9.15,54.9%,30.9,Mobile
2026/06/26,R275476,Cereal,Breakfast,16,8.15,130.4,75.0%,NULL
2026/06/26,R536676,Canned Soup,Canned Goods,7,2.1,14.7,11.4,Card
26/06/2026,R305413,Soda,Beverages,3,5.0%,n/a,11.66,NA
2026-06-26,R488915,Cereal,Breakfast,2,4.25 TRY,8.5,5.38,nan
2026/06/26,R515673,Soda,Beverages,11,9.18,₺100.98,66.24,--
26/06/2026,R593036,chips,Snacks,14,₺7.52,105.28,63.65,Card
2026/06/26,R814631,Bread,Bakery,18,5.86 EUR,105.48,74.18,CASH
2026/06/26,R303499,Cereal,Breakfast,2,9.09,18.18,13.26,Card
26-06-2026,R174352,Milk,Dairy,4,5.28,21.12,14.85,CASH
NONE,R216182,Soda,Beverages,3,"5,75",17.25,10.34 EUR,Card
06/26/26,R989208,Frozen Pizza,Frozen,1,2.76,2.76,2.01,card
26.06.2026,R948651,  Bread  ,Bakery,8,7.73,61.84,$39.77,Mobile
"Jun 26, 2026",R882826,Soda,Beverages,12,7.65,"91,80",62.43,Cash
n/a,R682423,Canned  Soup,Canned Goods,8,4.6,36.8,20.03,card
26 Jun 2026,R490047,Cereal,Breakfast,18,1.48,26.6%,"15,35",
26/06/26,R856366,Frozen Pizza,Frozen,2,"3,54",7.08,3.56,null
26-06-2026,R356729,Frozen Pizza,Frozen,4,2.94,11.76,8.18,card
26-06-2026,R191593,  Cereal  ,Breakfast,18,4.03,72.54,37.50,
2026-06-26,R854421,Bread,Bakery,5,1.39,6.95,4.57,CASH
2026/06/26,R467379,Chips,Snacks,10,6.85,68.5,41.6,Cash
06/26/2026,R818517,milk,Dairy,15,8.76 TRY,131.4,66.54,Card
26/06/2026,R652048,FROZEN PIZZA,Frozen,10,6.46,64.6,47.72,
06/26/2026,R551649,Cereal,Breakfast,13,9.0,117.0,"79,19",--
06/26/26,R950431,Chips,Snacks,11,7.42,81.62,51.41,Mobile
2026-06-26,R497557,Canned Soup,Canned Goods,2,4.84,9.68,7.45,
2026/06/26,R522514,Canned Soup,Canned Goods,13,7.38,nan,₺65.74,card
26-06-2026,R947133,Bread,Bakery,1,6.95,7.0%,5.4%,none
26.06.2026,R921442,Cereal,Breakfast,15,3.19,47.85,28.48,Cash
06/26/26,R661824,SODA,Beverages,15,1.9,28.5,18.69,CASH
06/26/2026,R727809,Canned Soup,Canned Goods,6,7.06,42.36,22.81,--
27.06.2026,R601108,Soda,Beverages,13,1.78,23.14,13.38,CASH
27/06/2026,R225662,Cereal,Breakfast,14,7.26,101.64,₺69.18,n/a
27 Jun 2026,R806277,Bread,Bakery,3,4.85,14.55,10.03,Cash
"Jun 27, 2026",R814564,Chips,Snacks,16,"1,06",16.96,11.26,null
2026-06-27,R492853,Soda,Beverages,14,1.59,22.26,-,
2026-06-27,R363978,Canned Soup,Canned Goods,11,5.5%,60.94,41.89,Card
27 Jun 2026,R383617,Milk,Dairy,15,2.68,40.20,31.8,CASH
2026-06-27,R798882,Canned Soup,Canned Goods,19,8.78,166.82,90.02,NONE
2026/06/27,R108054,Chips,Snacks,3,2.26,6.78,4.65,Cash
"Jun 27, 2026",R844246,Bread,Bakery,10,$3.96,39.6,21.19,Mobile
2026/06/27,R231225,Chips,Snacks,4,2.76,11.04,8.8,Cash
27.06.2026,R438750,Chips,Snacks,9,6.83,$61.47,35.34,Mobile
2026-06-27,R539795,Frozen Pizza,Frozen,7,1.80,12.6,7.86,Cash
27/06/2026,R110733,Frozen Pizza,Frozen,20,7.08,141.6%,"80,48",Card
27/06/2026,R537733,Bread,Bakery,1,2.65,2.65,1.98,Cash
